|CODPROD|DESCRICAO                               |
|1,472  |SAL IODADO REF SACHE CX 1G C/2000 UN    |
|1,473  |FILE DE PEITO FRANGO DIPLOMATA CX18KG   |
|1,474  |FILE DE PEITO DIPLOMATA  CONG.IND. 18 KG|
|1,475  |MORTADELA CONFIANÇA SEARA CX 14 KG      |
|1,476  |FARINHA DE TRIGO PUR S/ FERM 10X1KG     |
|1,477  |QUEIJO MUSSARELA P/ PIZZARIA            |
|1,478  |NATA SABOR DA NATA 500GR                |
|1,479  |QUEIJO MUSSARELA VITOLAC                |
|1,480  |BOMBONS VARIADOS                        |
|1,481  |LANCHE FRIMESA FRILANCHE                |
|1,482  |CODIGO LIVRE                            |
|1,483  |SAL JACARE 30X1KG                       |
|1,484  |QUEIJO MUSSARELA TERRA DO LEITE         |
|1,485  |FILE DE PEITO CONG DANIELI IND18 KG     |
|1,486  |TAPIOCA MEDIA AMAFIL 500 GR             |
|1,487  |TAPIOCA YOKI 500 GR                     |
|1,488  |NATA SABOR DA NATA 1KG                  |
|1,489  |AZEIT VERDE INT ARCOBELLO 28-32 6X2 KG  |
|1,490  |PAO BOM P/ HAMB C/8 500G                |
|1,491  |PAO BOM P/ HAMB C/10 500G               |
|1,492  |PAO COM 6 CESAR MASSAS                  |
|1,493  |PAO BOM HOT DOG 500G                    |
|1,494  |PAO HOT DOG CESAR MASSAS                |
|1,495  |BATATA FARMS FRITES 5X2,5 KG 7MM        |
|1,496  |VINAGRE DE ALC TEMPERO DA CASA 5X2 L    |
|1,497  |CUPIM FRIBOI 20 KG                      |
|1,498  |COSTELA ABA BARRIGA REZENDE             |
|1,499  |FARINHA DE ROSCA                        |
|1,500  |QUEIJO MUSSARELA COMILA                 |
|1,501  |APRESUNTADO REZENDE                     |
|1,502  |CREME CONF BAUNILHA 12X1,2              |
|1,503  |FILE PANGA PCT HUNGCA CX 10X1KG         |
|1,504  |COSTELA BOV GAUCHA TIRAS                |
|1,505  |IOGURTE BETANIA MORANGO 6X1,350L        |
|1,506  |FARINHA LACTEA BETANIA 27X200G          |
|1,507  |LEITE ZERO LACTOSE BETANIA 12X1L        |
|1,508  |CREME DE LEITE BETANIA 27X200G          |
|1,509  |LEITE FERMENTADO KIDS PCT 06 UN         |
|1,510  |COALHADA BETANIA 24X140G                |
|1,511  |LEITE EM PO INTEGRAL BETANIA 12X800G    |
|1,512  |LEITE FERM TRAD  KIDS PCT 06 UN         |
|1,513  |IOGURTE TRAD. BANDEJA BETANIA 4X100G    |
|1,514  |CREME DE LEITE ITAMBE 27X200G           |
|1,515  |CHANTILLY OUROLAC 1L                    |
|1,516  |OREGANO ARCOBELLO PAC 20X500G           |
|1,517  |OREGANO ARCOBELLO  FD 12,5KG            |
|1,518  |NATA SABOR DA NATA 200 GR               |
|1,519  |QUEIJO COALHO MORADA NOVA WALI          |
|1,520  |COPO TRANSP 200ML FC UN                 |
|1,521  |CHOC RECHEIO FORN GOIABA 8X1,05KG       |
|1,522  |SACO DINDIN 4X20 CARDOPLASTIC           |
|1,523  |SACO DINDIN 6X20 CARDOPLASTIC           |
|1,524  |SACO DINDIN 7X30 CARDOPLASTIC           |
|1,525  |SACO DINDIN 5X20 CARDOPLASTIC           |
|1,526  |SACO DINDIN 5X30 CARDOPLASTIC           |
|1,527  |BATATA PRE FRITA SADIA 2,0KG- CX 10KG 9M|
|1,528  |BIFE DO VAZIO BLOCO FRIBOI 30KG         |
|1,529  |SOBREPALETA SUINO FAT. SADIA CX 15KG    |
|1,530  |CHOCOLATE TWIX                          |
|1,531  |MASSA PASTEL BELAS 2KG                  |
|1,532  |CX P/ BATATA FRITA GRANDE VERM PCT 50 UN|
|1,533  |CX P/ BATATA FRITA PEQ VERM PCT 50 UN   |
|1,534  |CX P/ BATATA FRITA GRANDE PRETA PCT 50UN|
|1,535  |CAIXA P/ PASTEL VIAGEM PCT 50 UN        |
|1,536  |CX P/ BATATA PEQUENA PRETA PCT 50UN     |
|1,537  |CX P/ HAMBURGUER PRETO H2 PCT 40UN      |
|1,626  |MARGARINA PRIMOR 250 GR                 |
|1,627  |MARGARINA PRIMOR 500 GR                 |
|1,628  |FERMENTO INSTANT SUCESS BIOL INST       |
|1,629  |LING CAL CURVA REZENDE 6X2,5KG          |
|1,630  |LEITE DE COCO PILAO 12X500ML            |
|1,631  |COPO DESCART BCO 250ML FC               |
|1,632  |MOLHO PIM VERM.CEPERA 175X5G            |
|1,633  |CEREJA MARRAS S/T SURFRUT 6X2,2KG       |
|1,634  |UVA PASSAS PRETAS ARG B SULTAN  CX 10 KG|
|1,635  |MARGARINA PRIMOR 1KG                    |
|1,636  |OLEO MIST DE SOJA E AZEITE LISB 12X500ML|
|1,637  |CATCHUP SACHE EKMA 168X7G               |
|1,638  |MAIONESE SACHE EKMA 168X7G              |
|1,639  |MOSTARDA SACHE EKMA 168X7G              |
|1,640  |AZEITE SACHE EKMA 120 X 4 ML            |
|1,641  |MOLHO PIMENTA SACHE EKMA 174X3ML        |
|1,642  |MOSTARDA COND PREP 12X950G              |
|1,643  |MOLHO DE PIMENTA EKMA 12X1,01 L         |
|1,644  |MOLHO SHOYU EKMA 12X1,01 L              |
|1,645  |MOLHO INGLES EKMA 12X1,01 L             |
|1,646  |MOLHO SHOYU TOQUE DO CHEF 4X5L          |
|1,647  |MOLHO PIZZA EKMA STAND UP 6X2KG         |
|1,648  |MOLHO REF STAND UP 6X2KG                |
|1,649  |BARBECUE BOMBONA EKMA 6X3,5 KG          |
|1,650  |PRATO RASO 18CM ULTRA                   |
|1,651  |PRATO FUNDO 18CM ULTRA UN               |
|1,652  |PRATO RASO 18CM ULTRA UN                |
|1,653  |PRATO RASO 15CM ULTRA UN                |
|1,654  |PRATO RASO 15CM ULTRA UN                |
|1,655  |GUARDANAPO SUPREMO 50 20X20             |
|1,656  |CAIXA DE PIZZA 35 CM                    |
|1,657  |BANDEJA OVOS GRANDE BCO C/30 UNID       |
|1,658  |BANDEJA OVOS MEDIO  BCO C/30 UNID       |
|1,659  |GOTAS DE CHOCMEIO AMARGO 1,05KG HARALD  |
|1,660  |AZEITE LISBOA BLEND OLIVE 12X500ML      |
|1,661  |MACARRÃO NINHO ESTRELA                  |
|1,663  |FORTALEZA FOFITOS DE COCO 20X400G       |
|1,664  |BISCOITO FORT SALG MINI CRACKER 20X400G |
|1,665  |LASANHA MASSA DE SEMOLA 20X500G         |
|1,666  |RICHESTER ESCURETO WAFER BAUN 40X100G   |
|1,667  |RICHESTER AMORI WAFER CHOCOLATE 40X100G |
|1,668  |BISCOITO SALGADO PIRAQUE 36X138G        |
|1,669  |AMORI WAFER MOUSSE DE LIMAO 40X100G     |
|1,670  |MASSA FORTALEZA SEM NINHO 20X500G       |
|1,671  |COPO BRANCO MARATA 300ML                |
|1,672  |FARINHA PANKO  ROMARIZ PCT 10X1,        |
|1,673  |FORTALEZA FOFITOS DE LEITE 20X400G      |
|1,674  |BISCOITO FORT SORTIDO DOCE 20X400G      |
|1,675  |CREME DE LEITE BETANIA 200G             |
|1,678  |BATATA ADORADAS  PC 2KG                 |
|1,679  |BATATA ADORADAS PC 2KG                  |
|1,680  |COCO RALADO MENINA PC 50G               |
|1,681  |NECTAR LARANJA DAFRUTA 200ML            |
|1,682  |NECTAR CAJU DAFRUTA 200ML               |
|1,683  |MOLHO BARBECUE ARRIFANA 4X3,5KG         |
|1,684  |NATA CREMOSA JAGUARIBE                  |
|1,685  |PRATO CUMBUCA 15CM MINAPLAST            |
|1,686  |ROSELI BISNAGA REQUEIJAO 24X400 G       |
|1,687  |ROSELI BISNAGA CHEDDAR 24X400 G         |
|1,688  |BATATA 10 MM STAR FRITES 5X2KG          |
|1,689  |AZEITONA VD C/C MIUDINHA TP VERDE 6X2KG |
|1,690  |FILE DE PEITO FRANGO LEVO               |
|1,692  |LING MISTA CHURRAS 4 PT CONF            |
|1,694  |STEAK DE FGO REZENDE                    |
|1,695  |OLEO MIST DE SOJA E AZEITE LISB 4X5,02L |
|1,696  |PONTA DE BACON                          |
|1,697  |NECTAR GOIABA DAFRUTA 200ML             |
|1,698  |CATCHUP TRADICIONAL PREDILETA 200 GR    |
|1,699  |HAMBURGUEIRA TH-02 C0M 100 UN ULTRATHERM|
|1,700  |COXA S/COXA INDIVIDUAL 20 KG            |
|1,701  |RICHESTER AMORI WAFER CHOC BRANC 40X100G|
|1,702  |RICHESTER AMORI WAFER MORANGO 40X100G   |
|1,703  |MARGARINA SUPREMA 80% LIPIDIOS 15KG     |
|1,704  |QUEIJO MUSSARELA FAZENDA                |
|1,705  |AZEITO VD C/C MEDIA TP LARANJA 2KG      |
|1,706  |AZEITO VD C/C MIUDA TP LARANJA 2KG      |
|1,707  |UVA PASSA PRETA BROWN CX 10 KG          |
|1,708  |CARNE DE CHARQUE 2IRMAOS 250G           |
|1,709  |CARNE DE CHARQUE 2IRMAOS                |
|1,710  |CHARQUE COM LINGUIÇA 2IRMAOS            |
|1,711  |CREME CUL CREAM CHEESE SULMINAS12X1,2 KG|
|1,713  |CREME DE AVELA NUTBELLO 3 KG            |
|1,714  |MAIONESE VIGOR BALDE LECHEF 3 KG        |
|1,715  |FILE  PEITO  FGO ALM ARACA 15KG         |
|1,716  |LING CALAB DEF NOBRE 2KG                |
|1,717  |MOLHO PRED BRANCO SCH 240G              |
|1,718  |FARINHA PANKO QUALIMAX PCT 10X1,01 KG   |
|1,719  |CREME CONF BAUNI XAMEGO BOM CX 6X1,01KG |
|1,720  |DOCE DE LEITE PURO XAMEGO BOM 4X5KG     |
|1,538  |CX P/ HAMBURGUER VERMELHO H2 PCT 40UN   |
|1,539  |CX P/ HAMBURGUER AMARELO H2 PCT 40UN    |
|1,540  |CAIXA P/ BATATA VIAGEM PCT 40 UN        |
|1,541  |CAIXA CACHORRO QUENTE VIAGEM PCT 50 UN  |
|1,542  |CAIXA MULTIUSO VIAGEM PRETO             |
|1,543  |SACO KRAFT V TE LEVAR DAQ, FORM 24X34CM |
|1,544  |SACO KRAFT FAST FOOD DEL, FORM 24X34CM  |
|1,545  |SACO KRAFT SACO VAZ FORMATO 24X34CM     |
|1,546  |SACO KRAFT OR FOOD DELIV, FORM 24X34CM  |
|1,547  |SACO KRAFT AQUI TEM + SABOR FORM 18X30CM|
|1,548  |SACO KRAFT LISO SEM IMP 18X30 CM        |
|1,549  |SACO KRAFT FAST FOOD 11X22 CM           |
|1,550  |SACO KRAFT LISO 11X22CM                 |
|1,551  |SACO KRAFT LISO (SEM IMPRESSÃO) 24X34 CM|
|1,552  |GORDURA DE PALMA ICOFORT BD 15KG        |
|1,553  |GORDURA DE PALMA ICOFORT 3 KG           |
|1,554  |OLEO CONCORDIA 20X900ML                 |
|1,555  |CREME DE AVELA BAKELS 6X1,01KG          |
|1,556  |OLEO DE ALGODÃO ELOGIATA BD 14,5KG/15,8L|
|1,557  |QUEIJO PARMESAO GRATÁ  NOBRE CX 20X500G |
|1,558  |COPO FC TRANSP 180 ML                   |
|1,559  |CARNE MOIDA PATINHO PLENA 15X1KG        |
|1,560  |QUEIJO COALHO REDONDO FAN               |
|1,561  |BATATA PREFRITA 10MM CRIS PC 2KG CX 14KG|
|1,562  |CAIXA DE PIZZA COLORIDA K35 (PERS)      |
|1,563  |IOGURTE BIC MORANGO BETANIA PT 150G     |
|1,564  |COPO DESC TRANSP COPOBRAS 150ML         |
|1,565  |LEITE CONDEN ITAMBE 1,05KG              |
|1,566  |GORDURA VEG ESP CUKIN FRY 14,5KG        |
|1,567  |IOGURTE MORANGO BANDEJA BETANIA 6X90G   |
|1,568  |PRESUNTO SUINO NOBRE 7,00KG             |
|1,569  |ALHO AMASSADO 1KG                       |
|1,570  |OLEO PRIMOR 20X900ML                    |
|1,571  |QUEIJO MUSSARELA FLEURY                 |
|1,572  |GOTAS DE CHOC AO LEITE 1KG  SALWARE UN  |
|1,573  |CHOC BARRA LEITE CONF 10X1,050 KG       |
|1,574  |PALMITO CULTIVERDE PICADO 6X1.8KG       |
|1,575  |LEITE LV INT MARANGUAPE 12X1LT          |
|1,576  |MISTURINHA C/ MUSSARELA                 |
|1,577  |MISTURINHA C/ PRESUNTO                  |
|1,578  |MARMITA MULTI VERMELHA 500 ML PCT 50 UN |
|1,579  |MOLHO BARBECUE P/CHURR CEPERA 1,01 KG   |
|1,580  |OLEO COMP REF SAUDE 2X5,01 L            |
|1,581  |OLEO COMP REF SAUDE 20X500ML            |
|1,582  |ACUCAR UNIAO GLACUCAR                   |
|1,583  |ACUCAR UNIAO PREMIUM SACHE              |
|1,584  |CATCHUP TRADICIONAL PREDILETA 400 GR    |
|1,585  |EXTRATO TOM PREDILETA SC 350GR          |
|1,586  |FERMENTO ROYAL 100GR                    |
|1,587  |FERMENTO ROYAL 250GR                    |
|1,588  |BATATA C TRAD MCCAIN 6X2,5KG            |
|1,589  |HAMBURGUEIRA TH-02 C0M 100 UN TOTALPLAST|
|1,590  |GOMA FRESCA RAIZ DA TERRA               |
|1,591  |CARNE MOIDA PCT MINERVA 26X480G         |
|1,592  |COXINHA DA ASA PCT RARA CX 20X1KG       |
|1,593  |POLPA TANGERINA DOSADA 1KG - PCT 100G   |
|1,594  |CEREJA EM CALDAS 100GR UN               |
|1,595  |MOLHO SHOYO CEPERA 1,01 LT              |
|1,596  |CORANTE AMARELO 10ML ARCOLOR            |
|1,597  |CORANTE AZUL 10ML ARCOLOR               |
|1,598  |CORANTE LARANJA 10ML ARCOLOR            |
|1,599  |CORANTE PRETO 10ML ARCOLOR              |
|1,600  |CORANTE ROSA 10ML ARCOLOR               |
|1,601  |CORANTE VERDE 10ML ARCOLOR              |
|1,602  |CORANTE VERMELHO 10ML ARCOLOR           |
|1,603  |LIQUIGEL 30G AMARELO                    |
|1,604  |LIQUIGEL 30G AZUL                       |
|1,605  |LIQUIGEL 30G LARANJA                    |
|1,606  |LIQUIGEL 30G PRETO                      |
|1,607  |LIQUIGEL 30G ROSA                       |
|1,608  |LIQUIGEL 30G VERDE                      |
|1,609  |LIQUIGEL 30G VERMELHO                   |
|1,610  |CHOC GOTAS MEIO AMARGO CONF 10X1,05 KG  |
|1,611  |COPO DESC. MARATA 250ML PC 100 UN       |
|1,612  |FILME DE PVC GUARUFILM 380X09  UN       |
|1,613  |AZEIT VERDE INT ARCOBELLO 32-36 6X2 KG  |
|1,614  |AZEITONA VERDE SACHE                    |
|1,615  |QUEIJO COALHO MILHA                     |
|1,616  |PRATO RASO 18CM MINASPLAST UN           |
|1,617  |SACO DINDIN 6X30 CARDOPLASTIC           |
|1,618  |AGUA PURAZUL 1,5 ML S/GÁS UN            |
|1,619  |GORDURA VEGETAL GME FRY LIQUIDA 15KG    |
|1,620  |FERMENTO FERMIPAN RED BIOL INST         |
|1,621  |MAIONESE PREDILETA 200 G                |
|1,622  |LEITE INTEGRAL BETANIA 12X1L            |
|1,623  |AZEITE DE OLIVA VALE FERTIL PET 500 ML  |
|1,624  |AZEITE DE OLIVA VALE FERTIL VD 500 ML   |
|1,625  |AZEITE DE OLIVA COCINERO PET 500 ML     |
|1,721  |DOCE PAST C/LEITE FORN XAMEGO BOM 9,8KG |
|1,722  |DOCE PAST C/ LEIT FORN BISN XB 6X1,05KG |
|1,723  |SOB LACT LEITE CONDENS XAM BOM 8X2,5KG  |
|1,724  |SOB LACT LEITE COND. XAM BOM CX 33X200G |
|1,725  |CEREJA SEM TALO CURICO LA 6X3,1 KG      |
|1,726  |CEREJA COM TALO CURICO CX 6X3,1KG       |
|1,727  |PRATO RASO 15CM MINAPLAST               |
|1,728  |QUEIJO COALHO UNIDADE                   |
|1,729  |BATATA FARMS FRITES 6X2KG 10MM          |
|1,730  |BACON EXTRA MANTA SEARA                 |
|1,731  |OLEO PALMA OLEINA 180A-CX15 KG          |
|1,732  |LING CUIABANA GOURMET                   |
|1,733  |LING CAL CURVA PERDIGAO 4X2,5KG         |
|1,734  |QUEIJO COALHO TRADICAO                  |
|1,735  |FARINHA DE TRIGO DONA BENTA             |
|1,736  |ACUCAR CRISTAL FORPAN                   |
|1,739  |PALHETA LIMP PARAB AEROFIT DOB/ESCOSPOR |
|1,740  |LAMP P/PISCA 1POLO 24V 21W LINHA PESADA |
|1,741  |PALHETA LIMP PARAB MBB L1620/CAMIN VW   |
|1,742  |CJ RETR PL MBB ACCELO L/E-M038R         |
|1,743  |AZEITE DE OL LISB EXT VIRGEM PET 4X5,02L|
|1,744  |BLEND LISB DE AZEIT EXT VIRG VD 12X500ML|
|1,745  |07 GRAOS ORG VAPZA CX 18X250G           |
|1,746  |ARROZ INT SO AQUECER VAPZA CX 18X250G   |
|1,747  |DOCE DE LEITE C/CHOC XAMEGO BOM 9,8KG   |
|1,748  |ARROZ INTEGRAL ORG VAPZA CX 18X250G     |
|1,749  |BATATA INTEIRA VAPZA CX 6X2,5KG         |
|1,750  |CANJICA VAPZA CX 24X500G                |
|1,751  |CARNE BOV CUR DESFIADA VAPZA CX 6X2,5KG |
|1,752  |CARNE BOV CUR DESFIADA VAPZA CX 12X400G |
|1,753  |FEIJAO CARIOCA VAPZA CX 12X500G         |
|1,754  |FEIJAO CARIOCA ORG VAPZA CX 18X250G     |
|1,755  |FEIJAO PRETO VAPZA CX 12X500G           |
|1,756  |FEIJAO PRETO ORG VAPZA CX 18X250G       |
|1,757  |FEIJOADA VAPZA CX 12X500G               |
|1,758  |FEIJOADA C/ TEMPERO VAPZA CX 8X1,2KG    |
|1,759  |GRAO DE BICO VAPZA CX 8X1KG             |
|1,760  |GRAO DE BICO VAPZA CX 12X500G           |
|1,761  |LENTILHA SO AQUECER VAPZA CX 18X250G    |
|1,762  |MANDIOCA AIPIM VAPZA CX 12X500G         |
|1,763  |MANDIOQUINHA (SALSA/BAROA) VAPZA 6X2,KG |
|1,764  |MANDIOQUINHA (SALSA/BAROA) VAPZA 12X500G|
|1,765  |MIX DE QUINOA ORG VAPZA 18X250G         |
|1,766  |PEITO DE FRANGO DESF VAPZA 6X2,5KG      |
|1,767  |PEITO DE FRANGO DESF VAPZA CX 12X400G   |
|1,768  |QUINOA BRANCA ORG VAPZA 18X250G         |
|1,769  |SELETA DE LEGUMES VAPZA CX 6X2,5KG      |
|1,770  |BATATA INTEIRA VAPZA CX 12X500G         |
|1,771  |DOCE DE LEITE PURO XAMEGO BOM 9,8KG     |
|1,772  |MASSA P/PASTEL BIG MASSA                |
|1,773  |MASSA P/ PASTEL DA CASA LARGA           |
|1,774  |FILE DE PEITO FRANGO LEVO ALIMENTOS 18KG|
|1,775  |MODULO FISCAL ELGIN ELETRONICO MFE SMART|
|1,776  |PAO AUSTRALIANO 400G PCT 6 UND          |
|1,777  |MDF BP CINZA URBAN COLORS 15MM 2,75X1,85|
|1,778  |MDF BP CINZA URBAN COL 06MM 2,75X1,85 2F|
|1,779  |BORDA PVC CINZA URB COL 22MM SEM COLA-PR|
|1,780  |BRIOCHE TRADICIONAL 400G PCT 6 UN       |
|1,781  |BRIOCHE C/ GERGELIM 400G PCT 6 UN       |
|1,782  |TILAPIA POSTA CASA DUMAR 4X5KG          |
|1,783  |MOD FISCAL ELG MFE SMART N/S 23014774103|
|1,784  |MOELA FRANGO CONG  RICCO 19 KG          |
|1,785  |FILE DE COXA S/COXA IND RICCO 20 KG     |
|1,786  |CHOC FORNEAVEL LEIT CONF POP 8X1,01     |
|1,787  |SACO PASTEL BCO PAPEL V02 MAGAPEL 500UNI|
|1,788  |SACO PAPEL BCO V03 40X28 MAGAPEL 500UNI |
|1,789  |MOLHO TOM TRAD SACHE FUGINI 300G        |
|1,790  |MANDIOQUINHA(SALSA/BAROA)VAP SING 8X250G|
|1,791  |FEIJAO CARIOCA SINGLE VAPZA CX 10X250G  |
|1,792  |LEITE DE COCO SERIGY 12X500ML           |
|1,793  |BATATA DOCE SINGLE VAPZA 10X250G        |
|1,794  |BATATA INTEIRA VAPZA SINGLE 8X250G      |
|1,795  |CARNE BOV EM TIRAS VAPZA 12X400G        |
|1,796  |CARNE SUINA DESF VAPZA 12X400G          |
|1,797  |GRAO DE BICO ORG VAPZA CX 15X250G       |
|1,798  |PEITO DE FRANGO ORG VAPZA 15X250G       |
|1,799  |SELETA DE LEGUMES VAPZA CX 12X500G      |
|1,800  |SOJA ORGANIZA VAPZA 18X250G             |
|1,801  |SALSICHA HOT DOG PERD 12PT CX 6KG       |
|1,802  |LEITE DE COCO SERIGY 6X1L               |
|1,803  |ALHO FRITO PC 40X500G                   |
|1,804  |QUEIJO MUSSARELA TRADIÇÃO               |
|1,805  |POLPA CAJU DOSADA 500G - PURA POLPAS    |
|1,806  |POLPA MANGA DOSADA 500G - PURA POLPAS   |
|1,807  |POLPA ACEROLA 500G - PURA POLPAS        |
|1,808  |POLPA MORANGO 500GRS - PURA POLPAS      |
|1,809  |POLPA CAJA 500G - PURA POLPAS           |
|1,810  |POLPA GRAVIOLA  500G - PURA POLPAS      |
|1,811  |POLPA GOIABA 500G - PURA POLPAS         |
|1,812  |POLPA MARACUJA 500G- PURA POLPAS        |
|1,813  |POLPA MANGA 1KG PURA POLPAS             |
|1,814  |POLPA ACEROLA 1KG PURA POLPAS           |
|1,815  |POLPA GOIABA1KG PURA POLPAS             |
|1,816  |POLPA MARACUJA 1KG PURA POLPAS          |
|1,817  |POLPA CAJA 1KG PURA POLPAS              |
|1,818  |POLPA ABACAXI 500G - PURA POLPAS        |
|1,819  |SALSICHA HOT DOG SADIA 12X500G          |
|1,820  |QUEIJO COALHO FAZENDA                   |
|1,821  |QUEIJO MUSSARELA FRAMILK                |
|1,822  |CEREJA COM TALO CURICO LA 6X1,65KG      |
|1,823  |CEREJA SEM TALO CURICO LA 6X1,8KG       |
|1,824  |RICHESTER AMORI WAF MOUSSE LIMAO 40X100G|
|1,825  |GORDURA DE PALMA DORATTA FRY KG         |
|1,826  |ATUM RALADO LATA 24X400G ARCOBELLO      |
|1,827  |QUEIJO MONTANHES BRANCO BURITIS PECA    |
|1,828  |PAPEL ALUMINIO EMBAKEEP  7,5M X 30CM    |
|1,829  |GORDURA DE PALMA DORATTA FRY CX 24 KG   |
|1,830  |DELICE DE PERU REZENDE                  |
|1,831  |CATCHUP TRAD CEPERA 24X400 G            |
|1,832  |BISCOITO MALTADO COB PIRAQUE 40X80G     |
|1,833  |POLPA GRAVIOLA 1KG PURA POLPA           |
|1,834  |SACO  HAMBURGUER 100UN KROMASA MIL      |
|1,835  |SACO PAO ARABE  KROMASA MIL             |
|1,836  |PAPEL TOALHA FAMILIAR 1X2 BC UNID       |
|1,837  |COPO DESC BCO 50ML MINAPLAST C/100UN    |
|1,838  |CREME CULINARIO DAUS CX 12X1KG          |
|1,839  |PEITO DE PERU DEFUMADO CX2,6 KG SADIA   |
|1,840  |TAMPA CX BAT MBB 710/715/915/712/712C(3 |
|1,842  |COLHER DESC. REFEICAO STRAWPLAST 20X50UN|
|1,843  |FACA DESCARTAVEL STRAWPLAST 20X50UN     |
|1,844  |GARFO DESC BCO REFEI STRAWPLAST 20X50UN |
|1,845  |BATATA PRE FRITA MAIS BATATA 7X2KG 9MM  |
|1,846  |GORDURA DE PALMA ELOGIATA 14,5KG        |
|1,847  |FILEZINHO FGO C/TEND EGLESS PERDIGÃO    |
|1,848  |MARGARINA GRADINA 2KG                   |
|1,849  |PEITO DE  PERU PERDIGAO                 |
|1,850  |QUEIJO PROVOLONE ILDA 500G              |
|1,851  |ROL DIANT PINHAO DIF MS113 F250/VW/AGRAL|
|1,852  |ROLAMENTO NP967326/NP213584 VOLARE/IVECO|
|1,853  |PASTEIS PASTELLITO BIG MASSA            |
|1,854  |SACOLA BCA G 42X53 LIBREPLAST           |
|1,855  |POLPA CAJU 1KG PURA POLPAS              |
|1,856  |OREGANO ARCOBELLO PAC 20X500G           |
|1,857  |FILE DE PEITO LANGUIRU 1 KG             |
|1,858  |LEITE CONDEN BAG ITALAC 2X5KG           |
|1,859  |LEITE CONDEN BAG ITALAC 4X2,5 KG        |
|1,860  |BEBIDA LACTEA UHT CHOC ITALAC 24X200 ML |
|1,861  |CREME DE LEITE ITALAC 24X200G           |
|1,862  |CREME DE LEITE EDGE ITALAC 12X1,030 KG  |
|1,863  |PIMENTA BIQUINHO BD 2 KG                |
|1,864  |MACARRÃO PARAFUSO ESTRELA               |
|1,865  |MACARRÃO PARAFUSO ESTRELA               |
|1,866  |MOLHO STROGONOFF FUGINI                 |
|1,867  |MOLHO YAKISSOBA PREDILETA               |
|1,868  |FILE DE PEITO FRANGO JAGUAFRANGOS 20 KG |
|1,869  |GORDURA DE PALMA ELOGIATA 3 KG          |
|1,870  |CARNE MOIDA CAMARA                      |
|1,871  |FILE DE PEITO FRANGO REAL CX20KG        |
|1,872  |COXA S/COXA INDIVIDUAL REAL 20 KG       |
|1,873  |RECHEIO FORN GOIABA XAMEGO BOM 6X1,01KG |
|1,874  |DOCE DE LEITE PURO XAMEGO BOM 6X2.1KG   |
|1,875  |BRIGADEIRO XAMEGO BOM 12X400G           |
|1,876  |BEIJINHO XAMEGO BOM 12X400G             |
|1,877  |BRIGADEIRO FORN BISN XAMEGO BOM 6X1,05KG|
|126,001|ABACATE - PICOLE                        |
|126,002|ABACAXI AO LEITE - PICOLE               |
|126,003|ABACAXI FRUTA - PICOLE                  |
|126,004|ACAI - PICOLE                           |
|126,005|AMENDOIM - PICOLE                       |
|126,006|AMORA - PICOLE                          |
|126,007|ARATICUM - PICOLE                       |
|126,008|BANANA - PICOLE                         |
|126,009|BURITI - PICOLE                         |
|126,010|CAGAITA - PICOLE                        |
|126,011|CAJAMANGA - PICOLE                      |
|126,012|CAJUZINHO DE CERRADO - PICOLE           |
|126,013|CASTANHA PARA - PICOLE                  |
|126,014|CHOCOLATE - PICOLE                      |
|126,015|CHOCORANGE - PICOLE                     |
|126,016|COALHADA - PICOLE                       |
|126,017|COCO BRANCO - PICOLE                    |
|126,018|COCO QUEIMADO - PICOLE                  |
|126,019|CUPUACU - PICOLE                        |
|126,020|FLOCOS - PICOLE                         |
|126,021|GOIABA - PICOLE                         |
|126,022|GRAVIOLA - PICOLE                       |
|126,023|GROSELHA - PICOLE                       |
|126,024|JABUTICABA - PICOLE                     |
|126,025|JACA - PICOLE                           |
|126,026|KIWI - PICOLE                           |
|126,027|LEITE CONDENSADO - PICOLE               |
|126,028|LICHIA - PICOLE                         |
|126,029|LIMAO FRUTA - PICOLE                    |
